item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Regular,FDC10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1276,12.99,118.91,4.7
Low Fat,FDK24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1008,12.28,45.47,4.7
Low Fat,FDW49,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0822,12.31,179.90,4.7
Low Fat,NCW53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0303,13.14,192.52,4.7
Low Fat,NCB18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0411,13.39,89.55,4.7
Low Fat,DRD13,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0488,11.85,64.72,4.7
Low Fat,DRF01,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1742,11.85,146.61,4.7
Low Fat,FDN48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.1137,12.28,89.98,4.6
Regular,FDQ49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0391,12.77,155.96,4.6
Low Fat,NCE06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1602,13.39,160.29,4.6
Regular,FDW26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.1874,13.43,220.48,4.6
Regular,FDB35,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1131,13.69,92.98,4.6
Low Fat,FDD57,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0223,13.23,93.61,4.6
Low Fat,FDM03,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.82,109.19,4.6
Low Fat,FDX15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1555,12.82,159.76,4.6
Low Fat,FDA10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1411,12.99,121.61,4.6
Regular,FDE56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1584,13.23,62.42,4.6
Regular,FDS31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0440,13.23,178.43,4.6
Regular,FDW39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0367,12.82,177.24,4.6
Regular,FDY39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.82,182.06,4.6
low fat,NCQ53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0188,13.14,235.26,4.6
Regular,FDG35,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0070,13.69,173.57,4.6
Regular,FDY49,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0120,12.31,164.52,4.5
Low Fat,NCJ54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0598,13.39,231.76,4.5
Low Fat,DRD15,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.0994,13.43,233.16,4.5
Low Fat,FDY32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.2263,13.23,163.22,4.5
Low Fat,NCG43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1300,13.39,93.05,4.5
Low Fat,NCO30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0275,13.39,185.06,4.5
Low Fat,NCQ06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0732,13.39,254.10,4.5
Low Fat,NCV06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1168,13.39,195.25,4.5
Low Fat,NCZ54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1460,13.39,160.96,4.5
Low Fat,NCP50,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.0360,13.85,78.66,4.5
Low Fat,FDF46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1640,12.99,113.28,4.5
Low Fat,FDR33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0469,12.99,110.66,4.5
Low Fat,FDS57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1811,12.99,141.65,4.5
Low Fat,DRH01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.1714,11.85,173.07,4.5
Regular,FDJ58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1844,12.99,172.68,4.5
Regular,FDL57,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1174,12.99,257.73,4.5
Regular,FDT09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0215,12.99,131.03,4.5
Regular,FDY33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1702,12.99,159.03,4.5
low fat,FDP09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0593,12.99,212.19,4.5
Low Fat,FDP11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0688,11.35,216.92,4.5
Low Fat,FDR23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0814,11.35,177.84,4.5
Low Fat,FDB27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0551,13.43,196.78,4.5
Low Fat,FDK51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0052,13.43,265.29,4.5
Low Fat,FDK28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0653,12.87,256.16,4.5
Low Fat,FDK52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.87,225.31,4.5
Low Fat,FDU52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0635,12.87,157.56,4.5
Low Fat,NCK05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0771,13.14,61.55,4.5
Low Fat,NCA06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1426,13.39,35.92,4.5
Low Fat,NCE06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0910,13.39,162.69,4.5
Low Fat,NCG07,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0522,13.39,190.85,4.5
Low Fat,NCH54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0723,13.39,160.79,4.5
Low Fat,NCT18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0591,13.39,181.60,4.5
Low Fat,NCZ06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0937,13.39,253.87,4.5
Low Fat,NCL07,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0312,13.85,39.55,4.5
Regular,FDF24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0252,12.28,81.99,4.5
Regular,FDF26,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0464,12.31,153.30,4.5
Regular,FDR40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0080,12.87,78.56,4.5
Regular,FDW16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0413,12.87,91.68,4.5
Regular,FDY04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0423,12.87,162.52,4.5
Regular,FDO31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0288,13.23,81.50,4.5
Regular,FDF34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0140,12.99,199.91,4.5
Regular,DRC36,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0448,11.85,173.71,4.5
low fat,FDW24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0373,12.28,50.00,4.5
low fat,FDQ23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0244,11.35,102.33,4.5
low fat,NCS05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0209,13.14,133.79,4.5
Regular,FDT26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0676,13.43,120.94,4.5
Low Fat,FDB34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0265,12.99,87.62,4.4
Regular,FDO08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0942,13.23,165.75,4.4
Low Fat,FDI24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0784,12.28,177.94,4.4
Regular,FDS46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0827,12.99,118.78,4.4
Low Fat,NCT41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.0980,13.14,151.30,4.4
Low Fat,FDE53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0267,12.87,106.93,4.4
Regular,FDT32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0653,13.23,189.92,4.4
Low Fat,FDC46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1160,12.99,183.43,4.4
Low Fat,FDS10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0350,12.99,182.03,4.4
Low Fat,FDC04,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0448,13.43,241.89,4.4
Regular,FDQ15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1503,12.82,83.13,4.4
Regular,FDV01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.31,154.63,4.4
Low Fat,FDX24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.0244,12.28,92.45,4.4
Low Fat,DRG27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.1840,13.43,42.21,4.4
Low Fat,FDF16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1508,12.87,149.01,4.4
Low Fat,FDH08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0305,13.23,227.80,4.4
Low Fat,FDR08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0659,13.23,113.19,4.4
Low Fat,FDU07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1048,13.23,150.44,4.4
Low Fat,FDU32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0455,13.23,120.84,4.4
Low Fat,NCT53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.0842,13.14,164.65,4.4
Low Fat,NCB19,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1581,13.39,86.39,4.4
Low Fat,FDK43,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.0470,12.82,125.80,4.4
Low Fat,NCL55,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.1132,13.85,254.60,4.4
Low Fat,FDK33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0197,12.99,214.76,4.4
Low Fat,FDX09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1142,12.99,174.94,4.4
Low Fat,FDZ22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0793,12.99,81.83,4.4
Regular,FDY38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.2087,13.43,231.83,4.4
Regular,FDE28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2321,12.87,229.47,4.4
Regular,FDP40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0602,12.87,110.15,4.4
Regular,FDY39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.0823,12.82,185.76,4.4
Regular,FDQ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0191,12.99,182.16,4.4
Regular,FDE11,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2365,13.69,184.19,4.4
low fat,FDD51,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.2100,13.43,44.27,4.4
Low Fat,NCJ05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0459,13.14,152.37,4.4
Low Fat,FDN01,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0720,12.77,177.94,4.4
Low Fat,FDC02,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0685,12.31,259.33,4.4
Low Fat,FDS01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0177,12.31,175.97,4.4
Low Fat,DRI39,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0966,13.43,54.89,4.4
Low Fat,FDB53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1388,12.87,147.54,4.4
Low Fat,FDI28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0262,12.87,79.03,4.4
Low Fat,FDL04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1114,12.87,106.76,4.4
Low Fat,DRJ59,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,11.40,39.02,4.4
Low Fat,DRL35,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0306,11.40,41.88,4.4
Low Fat,NCI29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0325,13.14,139.92,4.4
Low Fat,NCK29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,13.14,125.17,4.4
Low Fat,NCM05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0596,13.14,263.72,4.4
Low Fat,NCO29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0321,13.14,164.15,4.4
Low Fat,NCP17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0276,13.14,62.22,4.4
Low Fat,NCE42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0106,13.39,235.00,4.4
Low Fat,NCI42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0103,13.39,208.50,4.4
Low Fat,NCQ54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0125,13.39,168.35,4.4
Low Fat,FDV45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0448,12.99,187.46,4.4
Regular,FDO49,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0329,12.77,49.30,4.4
Regular,FDB02,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0290,12.31,177.84,4.4
Regular,FDE51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0960,13.43,43.71,4.4
Regular,FDR19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1589,13.23,145.51,4.4
Regular,FDR31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0489,13.23,147.41,4.4
Regular,FDT07,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0769,13.23,257.13,4.4
Regular,FDI07,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0336,12.82,197.24,4.4
Low Fat,DRI11,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0342,11.40,113.28,4.3
Low Fat,FDF09,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0121,13.23,38.28,4.3
Low Fat,FDY25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0338,12.31,180.60,4.3
Regular,FDV60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1168,12.28,196.21,4.3
Low Fat,DRQ35,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0421,11.40,122.44,4.3
Low Fat,NCO54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0142,13.39,56.76,4.3
Low Fat,FDA34,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0148,13.69,174.41,4.3
Low Fat,FDS03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.1394,12.82,66.08,4.3
Low Fat,FDR58,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0417,12.99,94.55,4.3
Regular,FDI41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1090,12.87,145.24,4.3
Low Fat,DRD60,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.0652,11.85,181.16,4.3
Low Fat,FDJ45,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0731,12.55,33.72,4.3
Low Fat,FDQ24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.1290,12.28,250.47,4.3
Low Fat,NCK54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0294,13.39,114.72,4.3
Low Fat,FDD14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.2973,12.31,185.43,4.3
Low Fat,FDO36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.1364,12.28,179.77,4.3
Low Fat,FDU36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.0810,12.28,98.84,4.3
Low Fat,FDZ60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.2090,12.28,106.06,4.3
Low Fat,FDS23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.2467,11.35,129.80,4.3
Low Fat,DRI03,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.0398,13.43,176.90,4.3
Low Fat,FDP26,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.2443,13.43,105.93,4.3
Low Fat,FDC28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0000,12.87,109.93,4.3
Low Fat,FDG16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1573,12.87,215.02,4.3
Low Fat,FDB33,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0255,13.23,157.53,4.3
Low Fat,FDI20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0675,13.23,211.36,4.3
Low Fat,FDR07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1361,13.23,94.11,4.3
Low Fat,NCK17,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.0000,13.14,40.35,4.3
Low Fat,NCL05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.0839,13.14,44.08,4.3
Low Fat,NCQ29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1825,13.14,258.83,4.3
Low Fat,NCX29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.1561,13.14,144.31,4.3
Low Fat,NCB30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0450,13.39,196.51,4.3
Low Fat,NCE54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.0471,13.39,75.54,4.3
Low Fat,NCU06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.1303,13.39,228.00,4.3
Low Fat,FDL15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.0817,12.82,152.57,4.3
Low Fat,NCM07,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.0700,13.85,83.99,4.3
Low Fat,NCP43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.0534,13.85,181.77,4.3
Low Fat,FDP34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2403,12.99,156.46,4.3
Low Fat,DRF01,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.3065,11.85,147.31,4.3
Low Fat,DRL60,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.0474,11.85,150.67,4.3
Regular,FDU24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.2454,12.28,92.81,4.3
Regular,FDN25,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.1071,12.77,55.56,4.3
Regular,FDW38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.0000,13.43,55.93,4.3
Regular,FDX04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0728,12.87,49.44,4.3
Regular,FDA08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0877,13.23,162.55,4.3
Regular,FDE33,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0869,13.23,78.86,4.3
Regular,FDG08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.2895,13.23,172.08,4.3
Regular,FDQ32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.0816,13.23,122.34,4.3
Regular,FDX56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.1297,13.23,206.86,4.3
Regular,FDX03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.1070,12.82,44.77,4.3
Regular,FDK58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0788,12.99,103.00,4.3
Regular,FDL09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.2242,12.99,168.88,4.3
Regular,FDM22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0735,12.99,52.36,4.3
Regular,FDV10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.1168,12.99,41.01,4.3
Low Fat,FDX60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0802,12.28,78.00,4.3
Low Fat,FDM20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,13.23,245.01,4.3
Low Fat,FDW08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1477,13.23,106.03,4.3
Low Fat,NCR50,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0118,13.39,153.53,4.3
Low Fat,FDE24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0930,12.28,143.08,4.3
Low Fat,FDJ48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0562,12.28,246.91,4.3
Low Fat,FDO60,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0342,12.28,43.31,4.3
Low Fat,FDR48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1309,12.28,150.80,4.3
Low Fat,FDA13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0782,12.31,39.95,4.3
Low Fat,FDF50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1168,12.31,198.98,4.3
Low Fat,FDN02,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0735,12.31,205.36,4.3
Low Fat,DRE15,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0177,13.43,74.20,4.3
Low Fat,DRF27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0283,13.43,152.23,4.3
Low Fat,FDC17,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0154,12.87,208.99,4.3
Low Fat,FDH41,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0816,12.87,214.75,4.3
Low Fat,FDX28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0000,12.87,100.70,4.3
Low Fat,FDB08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0310,13.23,160.16,4.3
Low Fat,FDC32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0986,13.23,90.65,4.3
Low Fat,FDC44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1718,13.23,115.75,4.3
Low Fat,FDD08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0352,13.23,37.85,4.3
Low Fat,FDD20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0206,13.23,126.40,4.3
Low Fat,FDE08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0491,13.23,147.77,4.3
Low Fat,FDE57,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0361,13.23,140.62,4.3
Low Fat,FDL20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1278,13.23,111.19,4.3
Low Fat,FDN20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0261,13.23,169.55,4.3
Low Fat,DRK59,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0751,11.40,233.96,4.3
Low Fat,NCQ17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1164,13.14,158.36,4.3
Low Fat,NCQ41,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0194,13.14,194.58,4.3
Low Fat,NCC18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1764,13.39,173.24,4.3
Low Fat,NCH55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0345,13.39,125.20,4.3
Low Fat,NCL54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0824,13.39,176.91,4.3
Low Fat,NCO14,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0295,13.39,46.21,4.3
Low Fat,NCX54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0478,13.39,105.36,4.3
Low Fat,FDI19,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0521,12.82,242.85,4.3
Low Fat,FDL43,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0269,12.82,78.47,4.3
Low Fat,FDN15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0167,12.82,139.52,4.3
Low Fat,FDP15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0835,12.82,255.43,4.3
Low Fat,FDQ39,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0806,12.82,189.98,4.3
Low Fat,FDT03,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0100,12.82,185.56,4.3
Low Fat,FDV51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0324,12.82,166.18,4.3
Low Fat,FDY51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0807,12.82,220.88,4.3
Low Fat,NCM43,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0194,13.85,164.32,4.3
Low Fat,FDP33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0888,12.99,254.27,4.3
Low Fat,FDV21,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1703,12.99,124.87,4.3
Low Fat,DRD25,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0786,11.85,113.29,4.3
Low Fat,DRE25,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0729,11.85,94.41,4.3
Low Fat,DRF36,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0235,11.85,190.68,4.3
Low Fat,DRG13,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0370,11.85,164.75,4.3
Low Fat,DRK13,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.1146,11.85,197.01,4.3
Regular,FDN23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0751,11.35,145.84,4.3
Regular,FDS59,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0437,11.35,110.16,4.3
